input_max_length,attention,tag,ruler_niah_mk_2 ruler_recall,ruler_niah_mk_3 ruler_recall,ruler_niah_mv ruler_recall,json_kv substring_exact_match,nq substring_exact_match,triviaqa substring_exact_match,hotpotqa substring_exact_match,popqa substring_exact_match,infbench_qa rougeL_f1,infbench_choice exact_match,msmarco_rerank_psg NDCG@10,trec_coarse exact_match,trec_fine exact_match,banking77 exact_match,clinic150 exact_match,nlu exact_match,alce_asqa str_em,alce_asqa citation_rec,alce_asqa citation_prec,alce_qampari qampari_rec_top5,alce_qampari citation_rec,alce_qampari citation_prec,Recall,RAG,ICL,Cite,Re-rank,LongQA,Ours
32768,xflex,xflex_threshold0.5_scoreratio0.95,0.0,0.0,0.0,100.0,56.333333333333336,89.5,56.666666666666664,58.166666666666664,33.03952586629057,52.0,42.26081300813008,69.19999999999999,55.400000000000006,86.0,92.60000000000001,87.0,28.650000000000002,6.218162393162393,6.185425685425685,20.4,8.459035955703222,6.653311956632689,25.0,65.16666666666666,78.03999999999999,12.760989331820666,42.26081300813008,42.51976293314529,44.291371989960446
32768,xflex,xflex_threshold0.2_scoreratio0.95,0.0,0.0,0.0,100.0,56.333333333333336,89.66666666666666,56.666666666666664,58.5,33.02853685530156,50.0,42.511788617886175,69.19999999999999,55.60000000000001,86.0,92.4,86.8,30.85,6.4923881673881665,6.660425685425684,20.8,9.01326233428215,6.166259680540518,25.0,65.29166666666666,78.00000000000001,13.330389311272754,42.511788617886175,41.51426842765078,44.274685503912735
32768,xflex,xflex_threshold0.9_scoreratio0.9,100.0,99.0,99.0,100.0,56.166666666666664,89.33333333333333,56.666666666666664,58.333333333333336,33.02853685530156,52.0,43.10553658536586,69.19999999999999,55.60000000000001,85.8,92.0,86.6,30.733333333333334,7.506776556776557,7.236580086580085,19.6,6.959504792812224,5.836939147393243,99.5,65.125,77.84,12.978855652815907,43.10553658536586,42.51426842765078,56.84394344430543
65536,full,full_flashinfer,99.0,98.0,99.75,100.0,54.833333333333336,89.33333333333333,57.99999999999999,55.666666666666664,40.29294844044845,51.0,32.28291056910569,74.6,62.0,88.6,93.60000000000001,87.2,35.849999999999994,4.2303030303030305,4.6976911976911975,24.400000000000002,4.446785753802436,4.3507147497215986,99.1875,64.45833333333333,81.2,12.995915788586379,32.28291056910569,45.64647422022422,55.961855651874934
65536,xattn,xattn_threshold0.95,98.0,97.0,99.25,100.0,56.00000000000001,0.0,0.6666666666666667,55.00000000000001,40.071447718947724,49.0,29.088016260162604,75.8,63.2,88.4,93.8,87.8,25.016666666666666,1.6566534914361002,1.7512626262626265,20.2,6.566868645637984,4.788773824046375,98.5625,27.91666666666667,81.8,9.996704209008291,29.088016260162604,44.53572385947386,48.64993516588524
65536,xattn,xattn_threshold0.9,95.0,94.0,98.75,99.0,56.666666666666664,89.83333333333333,57.333333333333336,54.166666666666664,37.385892163392164,51.0,29.4599674796748,77.2,63.0,88.2,94.19999999999999,88.4,0.0,0.0,0.0,0.0,0.0,0.0,96.6875,64.5,82.2,0.0,29.4599674796748,44.19294608169608,52.84006892689515
65536,flex,flex_gamma0.95_tau0.1,97.0,94.0,100.0,87.0,56.49999999999999,89.66666666666666,54.666666666666664,53.833333333333336,36.247796925296925,44.0,17.284617886178864,81.39999999999999,58.4,86.8,94.39999999999999,88.0,19.883333333333336,0.07692307692307693,0.14285714285714285,18.6,2.0610054035518433,2.1774096878655085,94.5,63.666666666666664,81.79999999999998,7.156921440755151,17.284617886178864,40.12389846264846,50.75535074270818
65536,flex,flex_gamma0.9_tau0.1,90.0,69.0,93.25,70.0,57.99999999999999,87.83333333333333,55.333333333333336,51.16666666666667,33.93710132460133,48.0,7.135089430894309,83.39999999999999,54.6,85.8,92.2,90.2,4.5666666666666655,0.0588235294117647,1.0,2.0,2.3683878573533748,2.4352845528455282,80.5625,63.08333333333333,81.24,2.071527101046222,7.135089430894309,40.968550662300665,45.843500087929094
65536,xflex,xflex_threshold0.95_scoreratio0.95,99.0,98.0,99.75,100.0,55.00000000000001,89.33333333333333,57.99999999999999,55.666666666666664,39.27853766603767,50.0,32.258878048780495,74.8,62.4,88.4,93.60000000000001,87.6,38.68333333333334,5.232858807858808,5.696103896103896,20.999999999999996,5.608625675991843,5.85337541595894,99.1875,64.5,81.35999999999999,13.679049521541137,32.258878048780495,44.63926883301883,55.937449400556744
65536,xflex,xflex_threshold0.95_scoreratio0.5,99.0,98.0,99.25,100.0,55.333333333333336,89.66666666666666,56.99999999999999,55.333333333333336,39.135680523180525,51.0,30.66886178861789,75.2,63.4,88.6,94.0,87.8,36.983333333333334,3.283585858585859,3.79563492063492,24.8,3.5586913880927886,3.601789280185161,99.0625,64.33333333333333,81.8,12.670505796805342,30.66886178861789,45.06784026159026,55.60050686339114
65536,xflex,xflex_threshold0.95_scoreratio0.2,99.0,97.0,99.25,100.0,0.0,0.0,57.666666666666664,55.166666666666664,39.990495337995334,51.0,31.96882113821138,75.8,63.4,88.4,93.8,88.0,33.483333333333334,3.163694638694639,3.478954378954379,22.2,4.158560839318116,5.080484097246642,98.8125,28.208333333333332,81.88,11.927504547924515,31.96882113821138,45.49524766899766,49.71540111474448
65536,xflex,xflex_threshold0.5_scoreratio0.95,0.0,0.0,0.0,0.0,54.666666666666664,89.33333333333333,58.333333333333336,55.666666666666664,40.127022514522515,49.0,31.706056910569107,75.2,62.6,88.6,93.8,87.6,36.31666666666666,4.267152292152292,4.741905316905317,22.4,5.750121860400723,5.638490063742238,0.0,64.5,81.55999999999999,13.185722699977873,31.706056910569107,44.563511257261254,39.25254847796804
65536,xflex,xflex_threshold0.2_scoreratio0.95,0.0,0.0,0.0,0.0,54.833333333333336,89.33333333333333,57.99999999999999,55.50000000000001,40.127022514522515,49.0,32.28889430894309,75.2,62.8,88.6,93.8,87.6,37.266666666666666,4.0249805749805745,4.307561882561883,21.8,4.909361715532473,5.219811602551959,0.0,64.41666666666667,81.6,12.92139707371559,32.28889430894309,44.563511257261254,39.298411551097765
65536,xflex,xflex_threshold0.9_scoreratio0.9,99.0,98.0,99.75,100.0,54.666666666666664,89.33333333333333,57.666666666666664,55.166666666666664,40.769013856513865,50.0,32.085544715447156,74.4,62.6,88.4,93.60000000000001,87.6,34.71666666666667,4.125757575757576,4.406926406926408,23.8,3.406522888809342,3.220168420182822,99.1875,64.20833333333333,81.32000000000001,12.27934032639047,32.085544715447156,45.38450692825693,55.74420421723798
