input_max_length,attention,tag,Recall|json_kv,Recall|niah_mk_2,Recall|niah_mk_3,Recall|niah_mv,Recall,RAG|hotpotqa,RAG|nq,RAG|popqa,RAG|triviaqa,RAG,ICL|banking77,ICL|clinic150,ICL|nlu,ICL|trec_coarse,ICL|trec_fine,ICL,Cite|asqa_citation_prec,Cite|asqa_citation_rec,Cite|asqa_str_em,Cite|qampari_citation_prec,Cite|qampari_citation_rec,Cite|qampari_rec_top5,Cite,Re-rank|msmarco_psg,Re-rank,LongQA|infbench_choice,LongQA|infbench_qa,LongQA,ruler_niah_mk_2 ruler_recall,ruler_niah_mk_3 ruler_recall,ruler_niah_mv ruler_recall,json_kv substring_exact_match,nq substring_exact_match,triviaqa substring_exact_match,hotpotqa substring_exact_match,popqa substring_exact_match,infbench_qa rougeL_f1,infbench_choice exact_match,msmarco_rerank_psg NDCG@10,trec_coarse exact_match,trec_fine exact_match,banking77 exact_match,clinic150 exact_match,nlu exact_match,alce_asqa str_em,alce_asqa citation_rec,alce_asqa citation_prec,alce_qampari qampari_rec_top5,alce_qampari citation_rec,alce_qampari citation_prec,Ours
8192,flex,qwen_flex_gamma0.95_tau0.1,71.0,96.0,81.0,75.5,80.875,53.666666666666664,48.5,54.0,79.5,58.916666666666664,76.8,77.2,78.0,80.4,38.800000000000004,70.24,27.508838383838384,30.461904761904762,34.68333333333334,8.767564810668258,8.019211702276218,4.800000000000001,19.040142165336828,44.71034146341463,44.71034146341463,44.0,19.47528016048889,31.737640080244446,96.0,81.0,75.5,71.0,48.5,79.5,53.666666666666664,54.0,19.47528016048889,44.0,44.71034146341463,80.4,38.800000000000004,76.8,77.2,78.0,34.68333333333334,30.461904761904762,27.508838383838384,4.800000000000001,8.019211702276218,8.767564810668258,50.91996506261042
8192,full,qwen_full,99.0,100.0,98.0,98.5,98.875,59.333333333333336,53.5,60.5,78.0,62.833333333333336,74.4,81.6,80.4,82.0,42.199999999999996,72.12,55.98073038073038,62.92619047619048,42.53333333333333,22.545238095238094,21.31744468122177,25.6,38.483822827785666,57.49795121951219,57.49795121951219,41.0,24.123987397191733,32.56199369859587,100.0,98.0,98.5,99.0,53.5,78.0,59.333333333333336,60.5,24.123987397191733,41.0,57.49795121951219,82.0,42.199999999999996,74.4,81.6,80.4,42.53333333333333,62.92619047619048,55.98073038073038,25.6,21.31744468122177,22.545238095238094,60.39535017987117
8192,xattn,qwen_xattn_threshold0.95,99.0,100.0,97.0,97.25,98.3125,57.666666666666664,52.0,59.66666666666667,77.33333333333333,61.66666666666666,74.8,82.0,80.4,81.0,43.4,72.32000000000001,54.30847763347762,63.88571428571429,44.13333333333333,21.181272893772892,20.35965007215007,22.999999999999996,37.81140803640803,55.14323577235773,55.14323577235773,44.0,25.849616755793225,34.92480837789661,100.0,97.0,97.25,99.0,52.0,77.33333333333333,57.666666666666664,59.66666666666667,25.849616755793225,44.0,55.14323577235773,81.0,43.4,74.8,82.0,80.4,44.13333333333333,63.88571428571429,54.30847763347762,22.999999999999996,20.35965007215007,21.181272893772892,60.029769808888176
8192,xattn_single,qwen_xattn_threshold0.95,99.0,100.0,97.0,97.25,98.3125,57.666666666666664,52.0,59.66666666666667,77.33333333333333,61.66666666666666,74.8,82.0,80.4,81.0,43.4,72.32000000000001,54.30847763347762,63.88571428571429,44.13333333333333,21.181272893772892,20.35965007215007,22.999999999999996,37.81140803640803,55.14323577235773,55.14323577235773,44.0,25.849616755793225,34.92480837789661,100.0,97.0,97.25,99.0,52.0,77.33333333333333,57.666666666666664,59.66666666666667,25.849616755793225,44.0,55.14323577235773,81.0,43.4,74.8,82.0,80.4,44.13333333333333,63.88571428571429,54.30847763347762,22.999999999999996,20.35965007215007,21.181272893772892,60.029769808888176
8192,xattn_v5,qwen_xattn_v5_threshold0.95,99.0,100.0,97.0,98.5,98.625,59.66666666666667,51.5,60.333333333333336,78.16666666666666,62.416666666666664,74.2,81.2,80.60000000000001,81.39999999999999,42.8,72.03999999999999,52.69148351648351,62.288888888888884,44.833333333333336,21.602834008097165,20.8093672993673,24.799999999999997,37.8376511743617,56.859146341463415,56.859146341463415,45.0,23.90517231134878,34.45258615567439,100.0,97.0,98.5,99.0,51.5,78.16666666666666,59.66666666666667,60.333333333333336,23.90517231134878,45.0,56.859146341463415,81.39999999999999,42.8,74.2,81.2,80.60000000000001,44.833333333333336,62.288888888888884,52.69148351648351,24.799999999999997,20.8093672993673,21.602834008097165,60.3718417230277
8192,xattn_v5_single,qwen_xattn_v5_threshold0.95,99.0,100.0,97.0,98.5,98.625,59.66666666666667,51.5,60.333333333333336,78.16666666666666,62.416666666666664,74.2,81.2,80.60000000000001,81.39999999999999,42.8,72.03999999999999,52.69148351648351,62.288888888888884,44.833333333333336,21.602834008097165,20.8093672993673,24.799999999999997,37.8376511743617,56.859146341463415,56.859146341463415,45.0,23.90517231134878,34.45258615567439,100.0,97.0,98.5,99.0,51.5,78.16666666666666,59.66666666666667,60.333333333333336,23.90517231134878,45.0,56.859146341463415,81.39999999999999,42.8,74.2,81.2,80.60000000000001,44.833333333333336,62.288888888888884,52.69148351648351,24.799999999999997,20.8093672993673,21.602834008097165,60.3718417230277
8192,xattn_v6,qwen_xattn_v6_threshold0.95,100.0,100.0,98.0,98.5,99.125,57.99999999999999,53.0,59.66666666666667,77.83333333333333,62.125,74.6,80.80000000000001,79.80000000000001,81.0,42.0,71.64,54.136507936507925,62.31111111111112,44.983333333333334,21.173232323232323,20.349786324786326,24.2,37.85899517149517,54.315943089430895,54.315943089430895,44.0,24.27385918003565,34.13692959001783,100.0,98.0,98.5,100.0,53.0,77.83333333333333,57.99999999999999,59.66666666666667,24.27385918003565,44.0,54.315943089430895,81.0,42.0,74.6,80.80000000000001,79.80000000000001,44.983333333333334,62.31111111111112,54.136507936507925,24.2,20.349786324786326,21.173232323232323,59.86697797515731
8192,xattn_v7,qwen_xattn_v7_threshold0.95,99.0,100.0,97.0,98.0,98.5,57.99999999999999,52.83333333333333,59.833333333333336,78.5,62.291666666666664,75.0,80.4,80.0,81.39999999999999,41.8,71.72,52.271031746031746,60.82222222222222,43.81666666666667,20.628109390609392,19.794858001475646,24.4,36.95548133783428,56.62886178861788,56.62886178861788,45.0,22.638505644682116,33.819252822341056,100.0,97.0,98.0,99.0,52.83333333333333,78.5,57.99999999999999,59.833333333333336,22.638505644682116,45.0,56.62886178861788,81.39999999999999,41.8,75.0,80.4,80.0,43.81666666666667,60.82222222222222,52.271031746031746,24.4,19.794858001475646,20.628109390609392,59.985877102576644
8192,xattn_v8,qwen_xattn_v8_threshold0.95,99.0,100.0,97.0,98.5,98.625,59.0,53.166666666666664,59.66666666666667,77.83333333333333,62.41666666666666,75.6,81.2,80.2,81.2,42.199999999999996,72.08,54.866575091575086,60.88333333333333,43.66666666666667,21.457236842105264,20.185083848899637,23.799999999999997,37.476482630430006,55.11339024390245,55.11339024390245,45.0,25.749616755793227,35.37480837789661,100.0,97.0,98.5,99.0,53.166666666666664,77.83333333333333,59.0,59.66666666666667,25.749616755793227,45.0,55.11339024390245,81.2,42.199999999999996,75.6,81.2,80.2,43.66666666666667,60.88333333333333,54.866575091575086,23.799999999999997,20.185083848899637,21.457236842105264,60.18105798648262
8192,xattn_v9,qwen_xattn_v9_threshold0.95,100.0,100.0,97.0,97.25,98.5625,59.66666666666667,53.0,59.333333333333336,77.16666666666666,62.291666666666664,75.4,81.8,80.2,81.6,42.8,72.36,52.22893772893773,60.266666666666666,43.38333333333334,20.184249084249085,19.206277056277056,22.799999999999997,36.34491064491065,55.542666666666676,55.542666666666676,44.0,24.77183897801545,34.385919489007726,100.0,97.0,97.25,100.0,53.0,77.16666666666666,59.66666666666667,59.333333333333336,24.77183897801545,44.0,55.542666666666676,81.6,42.8,75.4,81.8,80.2,43.38333333333334,60.266666666666666,52.22893772893773,22.799999999999997,19.206277056277056,20.184249084249085,59.91461057787529
