Config,Config,Config,Recall,Recall,Recall,Recall,RAG,RAG,RAG,RAG,ICL,ICL,ICL,ICL,ICL,Cite,Cite,Cite,Cite,Cite,Cite,Re-rank,LongQA,LongQA,Recall,RAG,ICL,Cite,Re-rank,LongQA,Ours
,,,KeyValue,NIAH,NIAH,NIAH,,,,,Other,Other,Other,TREC,TREC,ASQA,ASQA,ASQA,QAMPARI,QAMPARI,QAMPARI,,InfBench,InfBench,Summary,Summary,Summary,Summary,Summary,Summary,
input_max_length,attention,tag,json_kv,niah_mk_2,niah_mk_3,niah_mv,hotpotqa,nq,popqa,triviaqa,banking77,clinic150,nlu,trec_coarse,trec_fine,asqa_citation_prec,asqa_citation_rec,asqa_str_em,qampari_citation_prec,qampari_citation_rec,qampari_rec_top5,msmarco_psg,infbench_choice,infbench_qa,avg_score,avg_score,avg_score,avg_score,avg_score,avg_score,
8192,xflex_v6,llama_xflex_v6_threshold0.95_score0.001,100.0,100.0,100.0,100.0,62.66666666666667,59.5,62.33333333333333,90.16666666666666,75.8,82.0,80.80000000000001,69.8,45.4,44.74428626928627,52.87323232323231,46.733333333333334,13.743059150951337,12.739061721897404,27.6,65.20735772357723,31.0,21.703570938865056,100.0,68.66666666666666,70.76,33.07216213311677,65.20735772357723,26.351785469432528,60.676328665465526
16384,flex,flex_gamma0.95_tau0.1,91.0,100.0,94.0,100.0,56.666666666666664,55.833333333333336,57.666666666666664,89.66666666666666,80.0,89.2,82.6,77.8,50.2,13.133860583860582,13.79759407259407,33.8,4.794778181645802,3.8168294115473373,12.599999999999998,42.40854471544716,40.0,31.47982348711249,96.25,64.95833333333333,75.96,13.65717704160796,42.40854471544716,35.73991174355625,54.828994472324105
16384,full,full,100.0,100.0,100.0,100.0,61.66666666666667,58.5,59.5,90.16666666666666,81.39999999999999,89.0,85.2,70.8,54.0,33.59941864465085,40.48721556221556,44.16666666666667,9.911542191893275,7.948007283241086,19.2,51.19585365853657,39.0,28.30702695996814,100.0,67.45833333333334,76.08,25.88547505811124,51.19585365853657,33.65351347998407,59.0455292549942
16384,tri,tri_sparse55,99.0,100.0,100.0,100.0,61.0,58.666666666666664,59.0,91.33333333333333,81.6,88.6,84.39999999999999,71.6,51.6,nan,nan,nan,nan,nan,nan,nan,39.0,28.542992628286747,99.75,67.5,75.55999999999999,nan,nan,33.77149631414338,69.14537407853584
16384,xattn,xattn_threshold0.95,100.0,100.0,97.0,100.0,61.0,58.666666666666664,59.66666666666667,90.66666666666666,81.2,89.0,85.39999999999999,71.39999999999999,54.800000000000004,31.76680672268908,33.11554834054834,37.56666666666666,7.331707335969835,6.8219671629468275,13.4,50.92682113821137,38.0,27.93779619073737,99.25,67.5,76.35999999999999,21.667116038136793,50.92682113821137,32.96889809536869,58.11213921195281
16384,xattn_singele_v5,xattn_v5_threshold0.95,100.0,98.0,98.0,100.0,61.0,59.166666666666664,57.99999999999999,90.5,81.6,89.60000000000001,86.0,70.19999999999999,54.6,nan,nan,nan,nan,nan,nan,nan,40.0,30.038301241242422,99.0,67.16666666666666,76.4,nan,nan,35.01915062062121,69.39645432182196
16384,xattn_single,xattn_threshold0.95,100.0,100.0,97.0,100.0,61.0,58.666666666666664,59.66666666666667,90.66666666666666,81.2,89.0,85.39999999999999,71.39999999999999,54.800000000000004,31.76680672268908,33.11554834054834,37.56666666666666,7.331707335969835,6.8219671629468275,13.4,50.92682113821137,38.0,27.93779619073737,99.25,67.5,76.35999999999999,21.667116038136793,50.92682113821137,32.96889809536869,58.11213921195281
16384,xattn_single_v6,xattn_v6_threshold0.95,100.0,98.0,98.0,100.0,60.66666666666667,58.5,58.333333333333336,89.83333333333333,81.39999999999999,89.8,85.39999999999999,71.2,54.2,32.016738816738815,29.54404761904762,43.66666666666667,7.127529595382814,6.746854016114612,15.6,48.57249593495935,39.0,29.18102407396525,99.0,66.83333333333333,76.4,22.45030611899175,48.57249593495935,34.090512036982624,57.8911079040445
16384,xattn_v4,xattn_v4_threshold0.95,98.0,100.0,100.0,100.0,59.0,57.833333333333336,58.5,90.16666666666666,80.60000000000001,89.0,84.39999999999999,70.8,54.400000000000006,35.06349206349206,35.81334776334777,42.366666666666674,9.058801310551779,9.145421010651443,15.8,49.16629268292682,40.0,26.65214295508413,99.5,66.375,75.84,24.541288135784953,49.16629268292682,33.326071477542065,58.12477538270898
16384,xattn_v5,xattn_v5_threshold0.95,100.0,98.0,98.0,100.0,61.0,59.333333333333336,57.99999999999999,90.5,81.6,89.60000000000001,86.0,70.19999999999999,54.6,28.233694083694083,29.952633477633476,38.8,9.57527337683624,9.072905961370969,16.400000000000002,50.3519837398374,40.0,30.038301241242422,99.0,67.20833333333334,76.4,22.00575114992246,50.3519837398374,35.01915062062121,58.33086980728573
16384,xattn_v6,xattn_v6_threshold0.95,100.0,98.0,98.0,100.0,60.66666666666667,58.5,58.333333333333336,89.83333333333333,81.39999999999999,89.8,85.39999999999999,71.2,54.2,32.016738816738815,29.54404761904762,43.66666666666667,7.8675295953828135,7.486854016114612,15.6,48.57249593495935,39.0,29.18102407396525,99.0,66.83333333333333,76.4,22.69697278565842,48.57249593495935,34.090512036982624,57.93221901515562
16384,xattn_v7,llama_xattn_v7_threshold0.95,100.0,98.0,99.0,100.0,61.33333333333333,58.166666666666664,58.166666666666664,91.33333333333333,81.0,89.2,85.39999999999999,70.0,55.2,31.836507936507935,28.75256132756132,41.75,8.801553904447303,8.42681169581352,16.4,50.31378861788617,38.0,28.849725372666548,99.25,67.25,76.16,22.661239144055013,50.31378861788617,33.42486268633327,58.17664840804574
16384,xattn_v8,llama_xattn_v8_threshold0.95,100.0,100.0,96.0,100.0,61.0,58.666666666666664,59.0,89.83333333333333,82.0,90.0,85.0,70.8,54.6,29.10443722943723,29.154401154401157,39.06666666666667,8.505772593070187,8.413986427702245,18.0,50.34336585365854,40.0,26.6257249286661,99.0,67.125,76.47999999999999,22.040877345212916,50.34336585365854,33.31286246433305,58.05035094386742
16384,xattn_v9,llama_xattn_v9_threshold0.95,100.0,100.0,98.0,100.0,61.33333333333333,58.833333333333336,59.5,90.66666666666666,81.6,90.2,85.0,71.0,55.2,30.843037518037512,32.47609057609058,38.550000000000004,8.085967011055379,8.306275787750897,14.400000000000002,49.94199186991869,40.0,27.43950559244677,99.5,67.58333333333333,76.6,22.11022848215573,49.94199186991869,33.71975279622339,58.24255108027186
16384,xflex_v6,llama_xflex_v6_threshold0.95_score0.001,100.0,99.0,98.0,100.0,61.66666666666667,58.333333333333336,57.833333333333336,90.0,81.8,90.2,85.2,71.2,55.00000000000001,31.743043068043065,31.494480519480522,42.85000000000001,6.930889586455503,6.411621007132537,16.0,48.1150325203252,40.0,30.667026959968137,99.25,66.95833333333334,76.67999999999999,22.5716723635186,48.1150325203252,35.33351347998407,58.151425282860195
32768,flex,flex_gamma0.95_tau0.1,95.0,98.0,97.0,99.25,56.333333333333336,56.833333333333336,55.333333333333336,88.83333333333333,84.2,91.4,87.4,79.60000000000001,51.800000000000004,2.583946608946609,2.174675324675325,30.200000000000003,4.571315551336411,5.104222314546842,12.8,29.691764227642274,48.0,30.747701742701743,97.3125,64.33333333333333,78.88,9.5723599665842,29.691764227642274,39.37385087135087,53.193968066485105
32768,full,full,100.0,100.0,99.0,99.75,57.333333333333336,56.00000000000001,58.333333333333336,89.33333333333333,86.0,92.0,87.2,68.60000000000001,56.00000000000001,9.088564213564213,8.496031746031745,30.050000000000004,3.512110455395221,5.009966247135724,21.4,42.24440650406504,53.0,33.465766292530994,99.6875,65.25,77.96000000000001,12.926112110354483,42.24440650406504,43.23288314626549,56.883483626780844
32768,tri,tri_sparse55,100.0,100.0,98.0,100.0,56.99999999999999,55.50000000000001,57.99999999999999,88.33333333333333,85.0,92.4,nan,69.39999999999999,52.400000000000006,nan,nan,nan,nan,nan,nan,nan,52.0,31.986870188634896,99.5,64.70833333333333,74.80000000000001,nan,nan,41.99343509431745,70.25044210691269
32768,xattn,xattn_threshold0.95,100.0,99.0,98.0,99.75,57.333333333333336,56.833333333333336,57.833333333333336,89.16666666666667,86.0,92.2,87.0,70.0,56.8,6.851984126984127,6.093831168831169,27.766666666666666,6.286662327790547,7.5501282416152975,16.799999999999997,40.25040650406504,50.0,33.1708389976037,99.1875,65.29166666666667,78.4,11.891545421981304,40.25040650406504,41.585419498801855,56.10108968191915
32768,xattn_singele_v5,xattn_v5_threshold0.95,99.0,99.0,98.0,99.75,57.666666666666664,56.166666666666664,58.166666666666664,88.16666666666667,86.0,93.2,nan,69.39999999999999,56.39999999999999,nan,nan,nan,nan,nan,nan,nan,51.0,33.329172330937034,98.9375,65.04166666666667,76.25,nan,nan,42.16458616546852,70.5984382080338
32768,xattn_single,xattn_threshold0.95,100.0,99.0,99.0,99.75,57.333333333333336,56.833333333333336,57.833333333333336,89.16666666666667,86.0,92.4,86.8,70.0,56.8,7.6615079365079355,6.903354978354978,28.066666666666666,6.288247951469195,7.5501282416152975,16.0,40.57124390243902,49.0,33.1708389976037,99.4375,65.29166666666667,78.4,12.078317629102349,40.57124390243902,41.085419498801855,56.144024616168316
32768,xattn_single_v6,xattn_v6_threshold0.95,100.0,99.0,98.0,99.0,56.333333333333336,56.00000000000001,58.333333333333336,90.16666666666666,86.2,92.80000000000001,86.8,69.6,56.2,9.489141414141415,8.35913530913531,33.016666666666666,5.9803585869105715,7.171440098486065,18.200000000000003,42.06440650406505,50.0,31.284847090959623,99.0,65.20833333333334,78.32000000000001,13.702790345890003,42.06440650406505,40.642423545479815,56.4896589547947
32768,xattn_v4,xattn_v4_threshold0.95,100.0,98.0,98.0,99.0,54.666666666666664,56.49999999999999,58.833333333333336,89.66666666666666,86.6,92.2,86.0,70.39999999999999,56.00000000000001,8.655770107085896,7.8661699411699395,25.299999999999994,7.218909913741239,8.43862163110913,16.0,40.956959349593504,50.0,31.488782165546876,98.75,64.91666666666666,78.24,12.246578598851032,40.956959349593504,40.74439108277344,55.97576594964744
32768,xattn_v5,xattn_v5_threshold0.95,99.0,99.0,98.0,99.75,57.666666666666664,56.00000000000001,58.166666666666664,88.0,85.8,93.2,86.2,69.39999999999999,56.599999999999994,7.70793650793651,6.920282495282495,29.31666666666667,5.157229515359488,5.523244952264976,13.0,41.61527642276423,51.0,33.329172330937034,98.9375,64.95833333333334,78.24,11.270893356251689,41.61527642276423,42.16458616546852,56.19776487963629
32768,xattn_v6,xattn_v6_threshold0.95,100.0,99.0,98.0,99.0,56.666666666666664,55.833333333333336,58.333333333333336,90.16666666666666,86.2,92.80000000000001,86.8,69.6,55.800000000000004,9.489141414141415,8.32125652125652,33.016666666666666,5.887402237704222,7.074665904937677,18.0,41.89854471544716,50.0,31.784847090959623,99.0,65.25,78.24000000000001,13.631522124117751,41.89854471544716,40.892423545479815,56.48541506417411
32768,xattn_v7,llama_xattn_v7_threshold0.95,100.0,100.0,98.0,98.75,56.00000000000001,57.333333333333336,59.333333333333336,87.83333333333333,86.8,92.80000000000001,86.0,70.19999999999999,55.2,6.517554667554667,5.849783549783551,30.66666666666667,6.843216187320703,7.328489531189458,15.6,41.88308130081301,50.0,32.81326324002794,99.1875,65.125,78.2,12.134285100419177,41.88308130081301,41.40663162001397,56.322749670207685
32768,xattn_v8,llama_xattn_v8_threshold0.95,100.0,99.0,96.0,99.0,56.666666666666664,55.50000000000001,57.99999999999999,89.33333333333333,86.4,92.80000000000001,87.0,69.8,56.00000000000001,7.799603174603174,6.801262626262627,28.066666666666666,7.024662955380198,7.736825405157796,14.200000000000001,41.94551219512194,50.0,33.2666652727778,98.5,64.875,78.4,11.938170138011744,41.94551219512194,41.6333326363889,56.215335828253764
32768,xattn_v9,llama_xattn_v9_threshold0.95,100.0,100.0,98.0,99.0,56.333333333333336,56.49999999999999,58.166666666666664,89.16666666666667,86.6,93.0,87.0,70.19999999999999,56.2,6.919239094239094,6.363239538239538,28.483333333333334,7.316737912609731,7.532229911808532,15.8,39.780674796747974,49.0,30.510124711889418,99.25,65.04166666666667,78.6,12.069129965038371,39.780674796747974,39.75506235594471,55.74942229739961
32768,xflex_v6,llama_xflex_v6_threshold0.95_score0.001,100.0,97.0,97.0,99.0,56.00000000000001,55.666666666666664,58.333333333333336,89.83333333333333,86.4,92.80000000000001,86.8,69.6,55.60000000000001,9.903087598675835,8.753579753579752,34.166666666666664,6.649951997599765,5.866952939912544,18.4,41.728292682926835,49.0,30.912624868737403,98.25,64.95833333333333,78.24000000000001,13.956706492739096,41.728292682926835,39.9563124343687,56.181607490561326
